state,year,cat,category
Washington,2013,1,Debt Consolidation
Texas,2012,1,Debt Consolidation
New York,2014,15,Medical/Dental
California,2013,1,Debt Consolidation
Washington,2013,1,Debt Consolidation
South Carolina,2013,1,Debt Consolidation
Colorado,2013,7,Other
California,2006,0,Not Available
Oregon,2012,1,Debt Consolidation
Massachusetts,2010,7,Other
New Jersey,2011,1,Debt Consolidation
California,2012,1,Debt Consolidation
California,2013,8,Baby&Adoption
Pennsylvania,2011,7,Other
South Carolina,2014,1,Debt Consolidation
Michigan,2013,15,Medical/Dental
Missouri,2012,2,Home Improvement
California,2013,1,Debt Consolidation
Texas,2014,18,Taxes
Maryland,2014,1,Debt Consolidation
New York,2013,1,Debt Consolidation
California,2014,1,Debt Consolidation
Idaho,2013,1,Debt Consolidation
Alabama,2012,6,Auto
Virginia,2013,1,Debt Consolidation
Florida,2013,1,Debt Consolidation
Pennsylvania,2014,1,Debt Consolidation
Virginia,2013,1,Debt Consolidation
Colorado,2007,0,Not Available
New Jersey,2013,1,Debt Consolidation
Utah,2007,0,Not Available
Michigan,2010,6,Auto
Idaho,2010,2,Home Improvement
California,2008,7,Other
Washington,2013,1,Debt Consolidation
California,2011,7,Other
Maryland,2011,2,Home Improvement
Ohio,2008,2,Home Improvement
Illinois,2013,1,Debt Consolidation
Massachusetts,2013,1,Debt Consolidation
Wisconsin,2013,1,Debt Consolidation
New York,2008,4,Personal Loan
California,2007,0,Not Available
Washington,2006,0,Not Available
Texas,2014,1,Debt Consolidation
California,2011,2,Home Improvement
Texas,2013,1,Debt Consolidation
Texas,2006,0,Not Available
Michigan,2012,13,Household Expenses
Texas,2013,1,Debt Consolidation
Indiana,2013,1,Debt Consolidation
Pennsylvania,2014,1,Debt Consolidation
Massachusetts,2007,0,Not Available
Hawaii,2013,1,Debt Consolidation
California,2007,0,Not Available
Washington,2013,7,Other
Kentucky,2013,1,Debt Consolidation
Washington,2007,0,Not Available
Mississippi,2013,1,Debt Consolidation
California,2014,1,Debt Consolidation
South Carolina,2014,1,Debt Consolidation
Texas,2006,0,Not Available
Georgia,2006,0,Not Available
California,2011,6,Auto
Arkansas,2013,15,Medical/Dental
New York,2010,2,Home Improvement
Virginia,2013,1,Debt Consolidation
California,2013,13,Household Expenses
Illinois,2011,2,Home Improvement
Texas,2012,2,Home Improvement
Florida,2011,1,Debt Consolidation
Illinois,2011,1,Debt Consolidation
Tennessee,2014,6,Auto
New York,2008,6,Auto
West Virginia,2013,2,Home Improvement
California,2012,7,Other
North Carolina,2012,1,Debt Consolidation
California,2014,1,Debt Consolidation
Texas,2011,1,Debt Consolidation
Louisiana,2007,0,Not Available
Ohio,2014,1,Debt Consolidation
South Carolina,2013,1,Debt Consolidation
Kentucky,2014,1,Debt Consolidation
New York,2012,1,Debt Consolidation
Massachusetts,2007,0,Not Available
Pennsylvania,2011,7,Other
New Jersey,2014,1,Debt Consolidation
Florida,2013,2,Home Improvement
Minnesota,2013,13,Household Expenses
Michigan,2014,15,Medical/Dental
New York,2012,1,Debt Consolidation
Wisconsin,2013,1,Debt Consolidation
Florida,2007,0,Not Available
Texas,2007,3,Business
Texas,2007,0,Not Available
Minnesota,2008,1,Debt Consolidation
Wisconsin,2013,7,Other
New York,2009,1,Debt Consolidation
Connecticut,2008,1,Debt Consolidation
Wisconsin,2013,1,Debt Consolidation
Virginia,2012,7,Other
Louisiana,2012,2,Home Improvement
New Jersey,2007,0,Not Available
Minnesota,2010,1,Debt Consolidation
Missouri,2008,3,Business
Kentucky,2011,2,Home Improvement
Michigan,2007,0,Not Available
Missouri,2006,0,Not Available
Utah,2007,0,Not Available
Florida,2013,8,Baby&Adoption
Kansas,2008,1,Debt Consolidation
Ohio,2013,16,Motorcycle
Mississippi,2009,3,Business
Ohio,2013,1,Debt Consolidation
California,2011,7,Other
Alabama,2013,1,Debt Consolidation
Kentucky,2013,1,Debt Consolidation
California,2013,1,Debt Consolidation
Washington,2013,1,Debt Consolidation
Florida,2013,1,Debt Consolidation
Texas,2013,7,Other
Connecticut,2013,6,Auto
North Carolina,2011,2,Home Improvement
California,2008,3,Business
Missouri,2011,1,Debt Consolidation
Texas,2011,1,Debt Consolidation
Georgia,2011,1,Debt Consolidation
New Mexico,2013,1,Debt Consolidation
Washington,2014,1,Debt Consolidation
Maryland,2011,1,Debt Consolidation
Minnesota,2013,1,Debt Consolidation
Arizona,2013,1,Debt Consolidation
North Carolina,2013,1,Debt Consolidation
Florida,2006,0,Not Available
New York,2013,1,Debt Consolidation
Minnesota,2012,1,Debt Consolidation
Arkansas,2009,1,Debt Consolidation
New York,2013,1,Debt Consolidation
Connecticut,2011,1,Debt Consolidation
Florida,2007,0,Not Available
Illinois,2013,1,Debt Consolidation
Washington,2012,1,Debt Consolidation
Texas,2006,0,Not Available
Virginia,2010,7,Other
Montana,2013,1,Debt Consolidation
Oklahoma,2014,1,Debt Consolidation
Montana,2007,0,Not Available
Minnesota,2008,6,Auto
Ohio,2011,1,Debt Consolidation
California,2008,1,Debt Consolidation
Alaska,2013,1,Debt Consolidation
Missouri,2013,1,Debt Consolidation
South Carolina,2014,1,Debt Consolidation
Washington,2012,1,Debt Consolidation
Virginia,2013,1,Debt Consolidation
California,2013,2,Home Improvement
Illinois,2007,0,Not Available
Oregon,2013,14,Large Purchases
Massachusetts,2011,1,Debt Consolidation
Illinois,2012,7,Other
Missouri,2012,3,Business
California,2013,1,Debt Consolidation
Florida,2012,8,Baby&Adoption
Virginia,2013,1,Debt Consolidation
Missouri,2013,1,Debt Consolidation
Texas,2013,1,Debt Consolidation
Georgia,2007,0,Not Available
North Carolina,2010,6,Auto
Florida,2013,13,Household Expenses
Washington,2010,7,Other
California,2007,0,Not Available
Alabama,2008,1,Debt Consolidation
Pennsylvania,2013,1,Debt Consolidation
North Carolina,2010,6,Auto
Delaware,2014,1,Debt Consolidation
Ohio,2013,3,Business
Washington,2010,7,Other
Illinois,2012,9,Boat
New Mexico,2006,0,Not Available
Wisconsin,2012,18,Taxes
New Jersey,2012,1,Debt Consolidation
California,2007,0,Not Available
Florida,2014,1,Debt Consolidation
Washington,2008,3,Business
Tennessee,2010,3,Business
California,2013,1,Debt Consolidation
Virginia,2008,1,Debt Consolidation
Florida,2013,1,Debt Consolidation
Delaware,2013,1,Debt Consolidation
Pennsylvania,2012,1,Debt Consolidation
Texas,2012,3,Business
Illinois,2010,1,Debt Consolidation
Maryland,2012,1,Debt Consolidation
Pennsylvania,2013,2,Home Improvement
Georgia,2007,0,Not Available
Washington,2012,1,Debt Consolidation
Indiana,2009,1,Debt Consolidation
New York,2013,1,Debt Consolidation
Florida,2011,1,Debt Consolidation
Illinois,2013,2,Home Improvement
Michigan,2012,13,Household Expenses
California,2013,1,Debt Consolidation
New Mexico,2007,0,Not Available
Washington,2007,0,Not Available
Idaho,2011,3,Business
Arizona,2008,4,Personal Loan
California,2007,0,Not Available
Texas,2006,0,Not Available
Nevada,2012,13,Household Expenses
Virginia,2014,1,Debt Consolidation
Michigan,2010,6,Auto
Pennsylvania,2012,2,Home Improvement
Missouri,2013,1,Debt Consolidation
California,2008,3,Business
Kentucky,2011,1,Debt Consolidation
Illinois,2010,7,Other
Texas,2013,1,Debt Consolidation
Arizona,2008,4,Personal Loan
Kentucky,2013,1,Debt Consolidation
Mississippi,2011,1,Debt Consolidation
New Jersey,2013,3,Business
New Mexico,2012,1,Debt Consolidation
California,2011,7,Other
Illinois,2006,0,Not Available
Texas,2011,3,Business
New York,2011,3,Business
Arkansas,2014,1,Debt Consolidation
Oklahoma,2014,1,Debt Consolidation
Utah,2011,2,Home Improvement
Colorado,2014,1,Debt Consolidation
Texas,2014,13,Household Expenses
Colorado,2013,3,Business
Oregon,2012,2,Home Improvement
Maryland,2013,1,Debt Consolidation
California,2007,0,Not Available
Virginia,2010,1,Debt Consolidation
Louisiana,2012,2,Home Improvement
Louisiana,2012,1,Debt Consolidation
Maryland,2011,2,Home Improvement
Wyoming,2010,1,Debt Consolidation
Michigan,2012,2,Home Improvement
Nevada,2010,7,Other
Illinois,2008,1,Debt Consolidation
Virginia,2014,1,Debt Consolidation
Minnesota,2011,1,Debt Consolidation
Kentucky,2012,7,Other
Pennsylvania,2012,1,Debt Consolidation
California,2008,1,Debt Consolidation
Missouri,2013,1,Debt Consolidation
Florida,2012,15,Medical/Dental
Missouri,2008,3,Business
Connecticut,2014,1,Debt Consolidation
Nebraska,2013,2,Home Improvement
Nevada,2014,2,Home Improvement
Michigan,2013,1,Debt Consolidation
New York,2013,1,Debt Consolidation
Oklahoma,2011,1,Debt Consolidation
Connecticut,2013,1,Debt Consolidation
Wisconsin,2011,7,Other
Missouri,2007,0,Not Available
Texas,2014,1,Debt Consolidation
Louisiana,2013,1,Debt Consolidation
Vermont,2013,2,Home Improvement
Michigan,2007,0,Not Available
Oregon,2012,1,Debt Consolidation
Illinois,2010,1,Debt Consolidation
New York,2011,1,Debt Consolidation
Arizona,2006,0,Not Available
Georgia,2013,1,Debt Consolidation
Texas,2007,0,Not Available
South Carolina,2013,1,Debt Consolidation
California,2007,0,Not Available
Florida,2014,7,Other
New York,2011,1,Debt Consolidation
Illinois,2013,1,Debt Consolidation
California,2011,1,Debt Consolidation
Ohio,2013,1,Debt Consolidation
Virginia,2013,1,Debt Consolidation
New York,2012,1,Debt Consolidation
Iowa,2008,1,Debt Consolidation
Texas,2012,3,Business
California,2014,7,Other
Texas,2012,1,Debt Consolidation
Georgia,2014,1,Debt Consolidation
Massachusetts,2013,1,Debt Consolidation
Texas,2012,2,Home Improvement
Michigan,2008,5,Student Use
New Mexico,2013,1,Debt Consolidation
Maryland,2013,1,Debt Consolidation
Nebraska,2011,1,Debt Consolidation
Louisiana,2013,3,Business
Massachusetts,2012,1,Debt Consolidation
Georgia,2013,20,Wedding Loans
California,2013,1,Debt Consolidation
Ohio,2013,1,Debt Consolidation
Oregon,2013,1,Debt Consolidation
Washington,2008,3,Business
Texas,2013,1,Debt Consolidation
California,2013,14,Large Purchases
Illinois,2012,2,Home Improvement
Georgia,2011,1,Debt Consolidation
Texas,2013,1,Debt Consolidation
Maryland,2014,1,Debt Consolidation
Georgia,2008,2,Home Improvement
California,2008,4,Personal Loan
Massachusetts,2013,1,Debt Consolidation
Massachusetts,2012,1,Debt Consolidation
Colorado,2012,2,Home Improvement
California,2014,1,Debt Consolidation
New Jersey,2013,1,Debt Consolidation
Florida,2011,3,Business
Missouri,2008,7,Other
California,2013,1,Debt Consolidation
California,2013,1,Debt Consolidation
Florida,2006,0,Not Available
Ohio,2010,3,Business
Florida,2010,1,Debt Consolidation
Minnesota,2008,1,Debt Consolidation
Florida,2011,2,Home Improvement
Ohio,2007,0,Not Available
Illinois,2012,15,Medical/Dental
North Carolina,2013,1,Debt Consolidation
California,2011,2,Home Improvement
Illinois,2009,1,Debt Consolidation
South Carolina,2012,1,Debt Consolidation
New Mexico,2013,2,Home Improvement
Texas,2012,6,Auto
California,2013,1,Debt Consolidation
Maryland,2012,1,Debt Consolidation
Michigan,2011,2,Home Improvement
Minnesota,2008,7,Other
Hawaii,2013,18,Taxes
California,2008,7,Other
Arizona,2014,1,Debt Consolidation
California,2012,1,Debt Consolidation
Ohio,2013,1,Debt Consolidation
Kansas,2013,7,Other
Michigan,2013,1,Debt Consolidation
New York,2013,1,Debt Consolidation
Kansas,2013,1,Debt Consolidation
Rhode Island,2013,2,Home Improvement
Texas,2011,6,Auto
Pennsylvania,2011,7,Other
Florida,2013,1,Debt Consolidation
Colorado,2009,1,Debt Consolidation
Nevada,2014,1,Debt Consolidation
Pennsylvania,2013,1,Debt Consolidation
California,2012,18,Taxes
Pennsylvania,2014,1,Debt Consolidation
Mississippi,2014,2,Home Improvement
Virginia,2013,1,Debt Consolidation
New York,2013,1,Debt Consolidation
California,2012,1,Debt Consolidation
California,2007,0,Not Available
Illinois,2014,1,Debt Consolidation
California,2014,1,Debt Consolidation
Arizona,2011,1,Debt Consolidation
Pennsylvania,2011,2,Home Improvement
South Carolina,2012,1,Debt Consolidation
Missouri,2011,1,Debt Consolidation
Colorado,2009,1,Debt Consolidation
Ohio,2011,3,Business
Texas,2013,1,Debt Consolidation
New York,2013,1,Debt Consolidation
California,2014,1,Debt Consolidation
Virginia,2010,1,Debt Consolidation
New Jersey,2011,1,Debt Consolidation
Florida,2013,1,Debt Consolidation
California,2008,4,Personal Loan
Texas,2013,2,Home Improvement
Michigan,2013,2,Home Improvement
California,2008,7,Other
Texas,2012,3,Business
New Jersey,2011,2,Home Improvement
Georgia,2013,1,Debt Consolidation
Arizona,2013,18,Taxes
Ohio,2010,2,Home Improvement
Missouri,2007,0,Not Available
Maryland,2011,7,Other
Michigan,2007,0,Not Available
North Carolina,2008,7,Other
Illinois,2013,1,Debt Consolidation
North Carolina,2013,1,Debt Consolidation
Colorado,2006,0,Not Available
Idaho,2007,0,Not Available
Minnesota,2013,7,Other
New Jersey,2013,1,Debt Consolidation
Nebraska,2013,1,Debt Consolidation
California,2013,1,Debt Consolidation
Arizona,2013,1,Debt Consolidation
Pennsylvania,2013,1,Debt Consolidation
Arizona,2007,0,Not Available
California,2012,2,Home Improvement
Nebraska,2014,1,Debt Consolidation
Virginia,2012,13,Household Expenses
Texas,2014,1,Debt Consolidation
California,2013,6,Auto
Colorado,2007,0,Not Available
California,2011,3,Business
Minnesota,2007,0,Not Available
Ohio,2008,7,Other
Illinois,2008,3,Business
Arizona,2012,1,Debt Consolidation
Alabama,2007,0,Not Available
Georgia,2013,1,Debt Consolidation
California,2011,1,Debt Consolidation
Maryland,2006,0,Not Available
California,2007,0,Not Available
Ohio,2012,1,Debt Consolidation
Maryland,2012,7,Other
Wisconsin,2010,2,Home Improvement
Wisconsin,2013,1,Debt Consolidation
Pennsylvania,2013,1,Debt Consolidation
New Jersey,2013,1,Debt Consolidation
California,2011,6,Auto
New Hampshire,2008,4,Personal Loan
California,2010,3,Business
Florida,2011,7,Other
New Jersey,2013,2,Home Improvement
Florida,2013,1,Debt Consolidation
California,2007,0,Not Available
Pennsylvania,2008,1,Debt Consolidation
Ohio,2008,5,Student Use
Ohio,2012,1,Debt Consolidation
New Hampshire,2014,1,Debt Consolidation
Colorado,2008,3,Business
Virginia,2012,6,Auto
Minnesota,2013,1,Debt Consolidation
Kentucky,2012,1,Debt Consolidation
Georgia,2009,7,Other
Missouri,2013,1,Debt Consolidation
Georgia,2012,1,Debt Consolidation
Minnesota,2013,3,Business
Minnesota,2011,6,Auto
New York,2008,1,Debt Consolidation
Pennsylvania,2013,3,Business
New Jersey,2013,1,Debt Consolidation
Ohio,2013,1,Debt Consolidation
North Carolina,2013,1,Debt Consolidation
Georgia,2012,1,Debt Consolidation
Wisconsin,2007,0,Not Available
Georgia,2007,0,Not Available
Texas,2006,0,Not Available
Mississippi,2013,1,Debt Consolidation
New Jersey,2013,2,Home Improvement
Arkansas,2014,1,Debt Consolidation
Minnesota,2012,3,Business
New York,2013,1,Debt Consolidation
Utah,2012,1,Debt Consolidation
Nevada,2014,1,Debt Consolidation
Michigan,2012,1,Debt Consolidation
Missouri,2012,8,Baby&Adoption
Illinois,2008,3,Business
Indiana,2008,7,Other
Indiana,2007,0,Not Available
California,2007,0,Not Available
Ohio,2010,1,Debt Consolidation
Arizona,2014,2,Home Improvement
Florida,2010,1,Debt Consolidation
New Jersey,2011,2,Home Improvement
Louisiana,2013,20,Wedding Loans
California,2007,0,Not Available
California,2010,7,Other
New York,2012,1,Debt Consolidation
California,2013,1,Debt Consolidation
Idaho,2007,0,Not Available
Washington,2008,3,Business
California,2007,0,Not Available
Oregon,2007,0,Not Available
Michigan,2008,1,Debt Consolidation
Missouri,2010,1,Debt Consolidation
Illinois,2011,7,Other
Wisconsin,2010,1,Debt Consolidation
Louisiana,2012,1,Debt Consolidation
California,2009,7,Other
California,2007,0,Not Available
Wisconsin,2014,7,Other
California,2010,1,Debt Consolidation
Pennsylvania,2013,2,Home Improvement
New York,2013,1,Debt Consolidation
Michigan,2014,1,Debt Consolidation
Michigan,2007,0,Not Available
North Carolina,2014,1,Debt Consolidation
Ohio,2010,7,Other
Tennessee,2012,1,Debt Consolidation
Alabama,2012,15,Medical/Dental
California,2007,0,Not Available
Michigan,2009,1,Debt Consolidation
Nevada,2012,2,Home Improvement
Minnesota,2013,1,Debt Consolidation
Virginia,2012,1,Debt Consolidation
California,2012,20,Wedding Loans
Arizona,2007,0,Not Available
Oregon,2007,0,Not Available
Minnesota,2008,4,Personal Loan
Virginia,2011,3,Business
Illinois,2014,1,Debt Consolidation
California,2012,3,Business
Florida,2008,3,Business
Utah,2012,1,Debt Consolidation
California,2007,0,Not Available
Illinois,2012,1,Debt Consolidation
Colorado,2013,1,Debt Consolidation
Texas,2013,1,Debt Consolidation
Tennessee,2010,1,Debt Consolidation
Florida,2011,2,Home Improvement
Arizona,2012,1,Debt Consolidation
Indiana,2013,1,Debt Consolidation
Massachusetts,2011,1,Debt Consolidation
North Carolina,2013,1,Debt Consolidation
California,2013,1,Debt Consolidation
Washington,2013,3,Business
California,2011,1,Debt Consolidation
California,2013,7,Other
Maryland,2008,1,Debt Consolidation
Florida,2013,2,Home Improvement
Montana,2011,1,Debt Consolidation
California,2013,1,Debt Consolidation
Oregon,2014,1,Debt Consolidation
North Carolina,2013,1,Debt Consolidation
Kansas,2012,13,Household Expenses
New York,2012,6,Auto
California,2013,1,Debt Consolidation
Florida,2013,1,Debt Consolidation
Colorado,2008,1,Debt Consolidation
Washington,2011,1,Debt Consolidation
New Mexico,2011,2,Home Improvement
Colorado,2013,1,Debt Consolidation
Utah,2014,1,Debt Consolidation
Missouri,2011,1,Debt Consolidation
California,2013,1,Debt Consolidation
Michigan,2013,1,Debt Consolidation
Pennsylvania,2012,1,Debt Consolidation
Washington,2013,1,Debt Consolidation
North Carolina,2011,1,Debt Consolidation
New York,2013,1,Debt Consolidation
California,2008,1,Debt Consolidation
New York,2013,11,Engagement Ring
New York,2008,1,Debt Consolidation
New York,2012,13,Household Expenses
California,2013,1,Debt Consolidation
Washington,2012,15,Medical/Dental
Virginia,2008,4,Personal Loan
Georgia,2013,1,Debt Consolidation
California,2012,1,Debt Consolidation
New Jersey,2013,1,Debt Consolidation
Oregon,2013,7,Other
Georgia,2011,1,Debt Consolidation
Georgia,2012,1,Debt Consolidation
Ohio,2010,1,Debt Consolidation
New York,2014,1,Debt Consolidation
Rhode Island,2013,1,Debt Consolidation
Alabama,2008,1,Debt Consolidation
Oklahoma,2010,7,Other
Wisconsin,2012,1,Debt Consolidation
Ohio,2011,1,Debt Consolidation
California,2013,1,Debt Consolidation
Alabama,2008,1,Debt Consolidation
Michigan,2007,0,Not Available
Ohio,2008,4,Personal Loan
California,2013,1,Debt Consolidation
North Carolina,2013,1,Debt Consolidation
Tennessee,2013,16,Motorcycle
Arizona,2008,3,Business
Alabama,2013,1,Debt Consolidation
California,2014,1,Debt Consolidation
Pennsylvania,2014,1,Debt Consolidation
California,2014,1,Debt Consolidation
South Carolina,2008,1,Debt Consolidation
New York,2013,7,Other
Oklahoma,2008,4,Personal Loan
Arizona,2014,7,Other
Utah,2013,1,Debt Consolidation
Florida,2011,1,Debt Consolidation
Florida,2012,1,Debt Consolidation
Colorado,2012,1,Debt Consolidation
Washington,2008,1,Debt Consolidation
Wisconsin,2009,2,Home Improvement
South Carolina,2012,2,Home Improvement
California,2007,0,Not Available
Florida,2013,1,Debt Consolidation
Indiana,2013,1,Debt Consolidation
Florida,2012,3,Business
California,2012,2,Home Improvement
New Jersey,2009,2,Home Improvement
Ohio,2007,0,Not Available
Louisiana,2011,6,Auto
Illinois,2013,1,Debt Consolidation
Florida,2011,2,Home Improvement
Ohio,2010,7,Other
New York,2011,1,Debt Consolidation
Missouri,2009,7,Other
Ohio,2008,3,Business
Oregon,2008,3,Business
Massachusetts,2013,1,Debt Consolidation
Florida,2013,1,Debt Consolidation
California,2007,0,Not Available
Colorado,2006,0,Not Available
California,2006,0,Not Available
Texas,2013,1,Debt Consolidation
Idaho,2007,0,Not Available
Alabama,2013,1,Debt Consolidation
Virginia,2012,1,Debt Consolidation
California,2014,14,Large Purchases
Arizona,2007,0,Not Available
Arkansas,2008,1,Debt Consolidation
Ohio,2008,3,Business
Florida,2012,1,Debt Consolidation
Missouri,2013,6,Auto
North Carolina,2013,1,Debt Consolidation
Arkansas,2012,1,Debt Consolidation
Texas,2014,1,Debt Consolidation
New York,2013,1,Debt Consolidation
New York,2012,16,Motorcycle
Minnesota,2013,1,Debt Consolidation
Michigan,2008,1,Debt Consolidation
Virginia,2008,1,Debt Consolidation
Wisconsin,2012,1,Debt Consolidation
Florida,2011,7,Other
Colorado,2012,1,Debt Consolidation
California,2014,1,Debt Consolidation
California,2014,1,Debt Consolidation
New Jersey,2013,1,Debt Consolidation
Kansas,2013,3,Business
North Carolina,2013,1,Debt Consolidation
Florida,2007,0,Not Available
Texas,2010,7,Other
Connecticut,2011,1,Debt Consolidation
Tennessee,2014,8,Baby&Adoption
Illinois,2011,1,Debt Consolidation
Ohio,2014,1,Debt Consolidation
New Jersey,2012,1,Debt Consolidation
California,2012,2,Home Improvement
Nebraska,2012,3,Business
California,2006,0,Not Available
California,2012,1,Debt Consolidation
Tennessee,2013,1,Debt Consolidation
New Jersey,2011,2,Home Improvement
Massachusetts,2014,1,Debt Consolidation
Colorado,2013,2,Home Improvement
New Jersey,2012,18,Taxes
Delaware,2011,1,Debt Consolidation
Wisconsin,2010,2,Home Improvement
New York,2008,5,Student Use
Utah,2008,1,Debt Consolidation
Idaho,2014,1,Debt Consolidation
Texas,2013,1,Debt Consolidation
Michigan,2012,1,Debt Consolidation
New Jersey,2012,1,Debt Consolidation
North Carolina,2011,2,Home Improvement
Nevada,2010,5,Student Use
Georgia,2013,1,Debt Consolidation
Illinois,2012,1,Debt Consolidation
Pennsylvania,2013,1,Debt Consolidation
Texas,2012,1,Debt Consolidation
Mississippi,2013,1,Debt Consolidation
New York,2013,1,Debt Consolidation
Illinois,2013,7,Other
North Carolina,2011,3,Business
Illinois,2013,1,Debt Consolidation
Colorado,2008,3,Business
New Jersey,2012,2,Home Improvement
New York,2013,16,Motorcycle
Ohio,2012,2,Home Improvement
Florida,2011,6,Auto
Michigan,2008,4,Personal Loan
Wisconsin,2009,1,Debt Consolidation
Indiana,2011,7,Other
New York,2014,1,Debt Consolidation
Wisconsin,2013,1,Debt Consolidation
California,2013,1,Debt Consolidation
District of Columbia,2012,6,Auto
Minnesota,2007,0,Not Available
Ohio,2013,1,Debt Consolidation
Michigan,2007,0,Not Available
Michigan,2013,1,Debt Consolidation
California,2013,1,Debt Consolidation
Minnesota,2013,1,Debt Consolidation
California,2007,0,Not Available
Florida,2013,1,Debt Consolidation
California,2011,2,Home Improvement
Texas,2012,1,Debt Consolidation
Texas,2013,1,Debt Consolidation
Pennsylvania,2013,1,Debt Consolidation
Massachusetts,2011,1,Debt Consolidation
Florida,2013,3,Business
Washington,2013,1,Debt Consolidation
Ohio,2013,1,Debt Consolidation
Georgia,2013,2,Home Improvement
California,2013,1,Debt Consolidation
California,2008,4,Personal Loan
Texas,2013,11,Engagement Ring
Ohio,2007,0,Not Available
South Carolina,2012,1,Debt Consolidation
Maryland,2007,0,Not Available
Tennessee,2012,7,Other
Georgia,2013,13,Household Expenses
California,2013,13,Household Expenses
Kentucky,2013,1,Debt Consolidation
Alaska,2011,7,Other
Colorado,2014,1,Debt Consolidation
Arizona,2007,0,Not Available
Tennessee,2011,7,Other
Idaho,2012,1,Debt Consolidation
California,2013,6,Auto
Michigan,2013,1,Debt Consolidation
Texas,2011,1,Debt Consolidation
Utah,2008,4,Personal Loan
Kansas,2013,1,Debt Consolidation
Ohio,2013,1,Debt Consolidation
Indiana,2013,2,Home Improvement
Washington,2009,1,Debt Consolidation
Virginia,2012,1,Debt Consolidation
Michigan,2011,2,Home Improvement
Florida,2008,3,Business
District of Columbia,2013,7,Other
California,2011,1,Debt Consolidation
California,2014,1,Debt Consolidation
Wyoming,2013,3,Business
North Carolina,2013,14,Large Purchases
South Carolina,2014,1,Debt Consolidation
Missouri,2014,1,Debt Consolidation
Oregon,2014,2,Home Improvement
California,2007,0,Not Available
California,2008,3,Business
California,2012,1,Debt Consolidation
Florida,2012,1,Debt Consolidation
Illinois,2014,7,Other
California,2007,0,Not Available
Virginia,2012,1,Debt Consolidation
Oregon,2013,1,Debt Consolidation
Florida,2013,3,Business
Maryland,2011,1,Debt Consolidation
Minnesota,2008,2,Home Improvement
Texas,2013,1,Debt Consolidation
California,2012,1,Debt Consolidation
Florida,2012,18,Taxes
Kansas,2010,1,Debt Consolidation
Texas,2008,3,Business
Georgia,2014,1,Debt Consolidation
Maryland,2014,1,Debt Consolidation
Colorado,2013,3,Business
Illinois,2008,2,Home Improvement
New Mexico,2012,1,Debt Consolidation
Alabama,2012,1,Debt Consolidation
North Carolina,2014,1,Debt Consolidation
California,2014,1,Debt Consolidation
California,2010,1,Debt Consolidation
Alaska,2008,2,Home Improvement
California,2007,0,Not Available
Missouri,2007,0,Not Available
Colorado,2014,1,Debt Consolidation
Virginia,2014,1,Debt Consolidation
Alabama,2007,0,Not Available
Illinois,2013,1,Debt Consolidation
Nebraska,2013,1,Debt Consolidation
Ohio,2013,1,Debt Consolidation
Colorado,2012,1,Debt Consolidation
Missouri,2012,1,Debt Consolidation
California,2014,1,Debt Consolidation
New York,2012,1,Debt Consolidation
Massachusetts,2012,7,Other
Georgia,2008,7,Other
Tennessee,2012,20,Wedding Loans
California,2008,7,Other
Ohio,2008,3,Business
Florida,2014,1,Debt Consolidation
Florida,2011,1,Debt Consolidation
Minnesota,2014,7,Other
Alabama,2008,2,Home Improvement
California,2013,1,Debt Consolidation
Tennessee,2014,1,Debt Consolidation
Missouri,2008,4,Personal Loan
California,2010,1,Debt Consolidation
Texas,2011,1,Debt Consolidation
New Jersey,2010,7,Other
Pennsylvania,2011,2,Home Improvement
Oregon,2014,1,Debt Consolidation
Florida,2011,2,Home Improvement
California,2007,0,Not Available
Florida,2014,1,Debt Consolidation
Alabama,2014,14,Large Purchases
California,2007,0,Not Available
Alabama,2007,0,Not Available
Minnesota,2012,1,Debt Consolidation
Florida,2013,1,Debt Consolidation
District of Columbia,2012,2,Home Improvement
Indiana,2010,1,Debt Consolidation
Indiana,2013,1,Debt Consolidation
California,2014,1,Debt Consolidation
California,2013,1,Debt Consolidation
Washington,2011,1,Debt Consolidation
Florida,2008,3,Business
New York,2014,3,Business
Illinois,2012,1,Debt Consolidation
Georgia,2013,1,Debt Consolidation
New York,2011,2,Home Improvement
Indiana,2008,4,Personal Loan
Pennsylvania,2011,7,Other
Indiana,2013,1,Debt Consolidation
Washington,2013,1,Debt Consolidation
North Carolina,2010,1,Debt Consolidation
Arkansas,2011,7,Other
Utah,2008,4,Personal Loan
California,2014,1,Debt Consolidation
New York,2012,1,Debt Consolidation
Pennsylvania,2011,1,Debt Consolidation
Minnesota,2013,1,Debt Consolidation
Oklahoma,2007,0,Not Available
Pennsylvania,2012,1,Debt Consolidation
Illinois,2014,1,Debt Consolidation
Virginia,2008,3,Business
California,2010,1,Debt Consolidation
Indiana,2013,1,Debt Consolidation
California,2011,2,Home Improvement
Maryland,2013,1,Debt Consolidation
North Carolina,2008,3,Business
Pennsylvania,2013,1,Debt Consolidation
Pennsylvania,2008,1,Debt Consolidation
California,2013,15,Medical/Dental
Nebraska,2013,1,Debt Consolidation
New Jersey,2013,6,Auto
Pennsylvania,2014,3,Business
Ohio,2013,1,Debt Consolidation
Maryland,2013,1,Debt Consolidation
Indiana,2014,1,Debt Consolidation
Florida,2014,3,Business
Minnesota,2014,1,Debt Consolidation
Texas,2013,1,Debt Consolidation
Pennsylvania,2013,1,Debt Consolidation
